SAUGUIS;CAMOU-CIHIGUE;5.5
SAULT-DE-NAVAILLES;HAGETAUBIN;5
SAUVELADE;VIELLESEGURE;5
SAUVELADE;LAGOR;6
SAUVELADE;MASLACQ;7
SEDZERE;ARRIEN;3.5
SEDZERE;MORLAAS;8
SERON;GARDERES;5
SERON;PONSON-DESSUS;4.5
SEVIGNACQ;LASCLAVERIES;3.5
SEVIGNACQ-MEYRACQ;LOUVIE-JUZON;3
SIARROUY;LAGARDE;2
SIMACOURBE;LEMBEYE;5.5
SIMACOURBE;ANOYE;7
SIMACOURBE;SEVIGNACQ;10
SIREIX;ARRAS-EN-LAVEDAN;4
SOUMOULOU;LIMENDOUS;2
SOUMOULOU OUEST;ARTIGUELOUTAN;6
SOUMOULOU OUEST;SOUMOULOU;1.5
SOURAIDE;D918-D20;2
SOURAIDE;SAINT-PEE-SUR-NIVELLE;9.5
SOURAIDE;USTARITZ;7.5
SUD D'ANGAIS;BAUDREIX;2
SUD D'ANGAIS;MIRASSOU;3
SUD DE CAMBO;CAMBO-LES-BAINS;2
SUD DE CAMBO;ITXASSOU;1.5
SUD DE SALIES;SAUVETERRE-DE-BEARN;7
SUSMIOU;GURS;3.5
TARASTEIX;PINTAC;5
TARASTEIX;MONTANER;3
TARASTEIX;OROIX;3.5
TARASTEIX;PONSON-DESSUS;5.5
TARDETS;TROIS-VILLES;2
TARDETS;D26-D759;5
TARDETS;COL DE SUSTARY;3
TELERIA;LA BASTIDE-CLAIRENCE;10
TELERIA;OREGUE (LA HARANNE);3.5
THEZE;CAZAUDEHORE (AURIAC);3.5
THIOU;ORTHEZ;4.5
THIOU;HAGETAUBIN;11.5
TOSTAT;ANDREST;4
TROIS-VILLES;SAUGUIS;3
TROUBETOT;POTEAU DE LANNES;2
TROUBETOT;POTEAU DE LANNES;2
UHALT;CHERAUTE;2.5
UHALT;BURGIA;9.5
UHART-MIXE;OSTABAT;5.5
UNDUREIN;NABAS;6.5
URCURAY;CAMBO-LES-BAINS;5
URCURAY;SAINT MARTIN HARRIAGUE;2.5
URDES;ARTHEZ-DE-BEARN;4
URDES;CESCAU;9.5
URRUGNE;SAINT-JEAN-DE-LUZ;4
URT;D261-D312;12
USTARITZ;ROND-POINT D932;4
USTARITZ;VILLEFRANQUE;6
VALCARLOS;PORT DE RONCEVEAUX;16
VERA-DE-BIDASSOA;COL DE LIZUNIAGA;5
VERA-DE-BIDASSOA;ENDERLAZA;6
VERA-DE-BIDASSOA;MACHAIN;3
VERDETS;LEDEUIX;2
VIC-EN-BIGORRE;CAMALES;3
VIC-EN-BIGORRE;MONTANER;7
VIELLENAVE-DE-NAVARRENX;SUSMIOU;4.5
VIELLENAVE-DE-NAVARRENX;BUGNEIN;2
VIELLENAVE-SUR-BIDOUZE;ARRAUTE-CHARITTE;6
VIELLENAVE-SUR-BIDOUZE;LABASTIDE-VILLEFRANCHE;5.5
VIELLENAVE-SUR-BIDOUZE;LABETS-BISCAY;4.5
VIELLESEGURE;NAVARRENX;8.5
VIELLESEGURE;CLAVERIE;8.5
VIGER;LOURDES;3.5
VILLEFRANQUE;SAINT-PIERRE-D'IRUBE;5
VIODOS;BERROGAIN-LARUNS;1
VIODOS;UNDUREIN;5
VISKER;HIIS;2.5
VISKER;ARCIZAC-ADOUR;2
VISKER;BENAC;5
YANCI;LESACA;4
ZUGARRAMURDI;SARE;7.5
